"lat_bin","lon_bin","geartype","fishing_hours"
-7.59,136.73,"trawlers",5.45277777777778
-7.46,136.66,"trawlers",6.36069444444444
-7.43,136.86,"trawlers",3.57819444444444
-7.43,136.9,"trawlers",4.23611111111111
-7.39,136.82,"trawlers",1.89125
-7.36,136.46,"trawlers",3.89097222222222
-7.36,136.45,"trawlers",0.0644444444444444
-7.35,136.45,"trawlers",0.895972222222222
-7.33,136.77,"trawlers",1.77430555555556
-7.33,136.78,"trawlers",3.95763888888889
-7.32,136.68,"trawlers",0.861805555555555
-7.32,136.54,"trawlers",1.78347222222222
-7.32,136.77,"trawlers",0.125
-7.32,136.67,"trawlers",1.79972222222222
-7.32,136.69,"trawlers",1.82888888888889
-7.32,136.78,"trawlers",0.991666666666667
-7.32,136.76,"trawlers",0.808194444444444
-7.32,136.66,"trawlers",0.987361111111111
-7.32,136.79,"trawlers",1.72486111111111
-7.31,136.8,"trawlers",5.51208333333333
-7.28,136.69,"trawlers",1.77875
-7.28,136.94,"trawlers",2.66222222222222
-7.27,136.94,"trawlers",7.38263888888889
-7.26,136.79,"trawlers",4.16652777777778
-7.23,136.95,"trawlers",4.19833333333333
-5.83,107.22,"trawlers",11.8918055555556
-5.8,107.04,"trawlers",5.85708333333333
-8.15,136.57,"trawlers",1.9
-8.13,136.53,"trawlers",1.80388888888889
-8.1,136.6,"trawlers",1.79013888888889
-8.04,136.5,"trawlers",10.7368055555556
-8.04,136.52,"trawlers",10.45375
-8.03,136.58,"trawlers",3.94194444444444
-8.02,136.5,"trawlers",9.89277777777778
-8.02,136.53,"trawlers",1.05805555555556
-8.02,136.54,"trawlers",1.62861111111111
-7.99,136.61,"trawlers",1.91083333333333
-7.96,136.51,"trawlers",5.51916666666667
-7.92,136.6,"trawlers",2.48555555555556
-7.92,136.57,"trawlers",11.7236111111111
-7.91,136.6,"trawlers",3.04125
-7.89,136.53,"trawlers",9.10277777777778
-7.86,136.61,"trawlers",1.7725
-7.84,136.59,"trawlers",4.81930555555556
-7.8,136.77,"trawlers",16.7245833333333
-7.8,136.68,"trawlers",6.44361111111111
-7.79,136.64,"trawlers",0.7675
-7.79,136.68,"trawlers",1.91055555555556
-7.78,136.65,"trawlers",1.02652777777778
-7.75,136.75,"trawlers",1.81111111111111
-7.73,136.83,"trawlers",4.16736111111111
-7.71,136.53,"trawlers",5.81388888888889
6.75,116.19,"fixed_gear",4.04875
-7.57,94.07,"drifting_longlines",3.95625
