"lat_bin","lon_bin","geartype","fishing_hours","sst","chlorophyll"
-12.8,123.95,"drifting_longlines",0.358333333333333,29.689998626709,0.127665325088633
-12.79,123.92,"drifting_longlines",4.19125,29.689998626709,0.127665325088633
-9.86,135.9,"trawlers",4.89611111111111,28.4599990844727,0.404738360579978
-9.86,135.87,"trawlers",5.73736111111111,28.4599990844727,0.404738360579978
-9.86,135.88,"trawlers",7.34111111111111,28.4599990844727,0.404738360579978
-9.86,135.89,"trawlers",0.1,28.4599990844727,0.404738360579978
-9.81,135.91,"trawlers",8.23347222222222,28.4599990844727,0.404738360579978
-9.79,135.8,"trawlers",5.10458333333333,28.4599990844727,0.404738360579978
-9.76,135.85,"trawlers",0.670833333333333,28.4599990844727,0.404738360579978
-9.74,135.79,"trawlers",3.84986111111111,28.4799995422363,0.404738360579978
-13,124.33,"drifting_longlines",5.49611111111111,29.4599990844727,0.141253801625828
-12.98,124.29,"drifting_longlines",0.604583333333333,29.4599990844727,0.141253801625828
-12.96,124.24,"drifting_longlines",0.528888888888889,29.6199989318848,0.141253801625828
-12.94,124.22,"drifting_longlines",0.345833333333333,29.6199989318848,0.141253801625828
-12.92,124.19,"drifting_longlines",4.17125,29.6199989318848,0.141253801625828
-12.87,124.08,"drifting_longlines",6.83361111111111,29.6199989318848,0.141253801625828
-12.81,123.97,"drifting_longlines",0.175277777777778,29.689998626709,0.127665325088633
-12.81,123.98,"drifting_longlines",0.903472222222222,29.689998626709,0.127665325088633
5.61,95.27,"fixed_gear",0.666666666666667,29.2799987792969,0.215015369113426
1.15,103.92,"drifting_longlines",0.125694444444444,NA,2.9577746179796
1.16,103.92,"drifting_longlines",1.45902777777778,NA,2.9577746179796
1.16,103.93,"drifting_longlines",0.469722222222222,NA,2.9577746179796
1.16,103.91,"drifting_longlines",0.152916666666667,NA,2.9577746179796
1.16,103.99,"drifting_longlines",3.58222222222222,NA,2.9577746179796
1.17,103.92,"drifting_longlines",0.500694444444444,NA,2.9577746179796
1.19,103.99,"drifting_longlines",0.336527777777778,NA,2.9577746179796
1.19,103.97,"drifting_longlines",0.191388888888889,NA,2.9577746179796
1.19,103.98,"drifting_longlines",0.416527777777778,NA,2.9577746179796
1.2,104.01,"drifting_longlines",0.668611111111111,NA,0.961603471592291
1.2,103.99,"drifting_longlines",0.602777777777778,NA,2.9577746179796
1.2,103.97,"drifting_longlines",0.130694444444444,NA,2.9577746179796
1.2,104,"drifting_longlines",0.69125,NA,0.961603471592291
1.2,103.98,"drifting_longlines",0.585555555555556,NA,2.9577746179796
1.21,104,"drifting_longlines",1.40402777777778,NA,0.961603471592291
-3.51,106.26,"drifting_longlines",11.6269444444444,29.189998626709,1.61351735081444
-12.8,88.11,"drifting_longlines",0.355555555555556,28.5,0.0537281969580988
-10.24,85.31,"drifting_longlines",0.05875,28.9200000762939,0.0637533120065927
-12.79,88.1,"drifting_longlines",0.274861111111111,28.5,0.0537281969580988
-12.79,89.3,"drifting_longlines",0.345833333333333,28.25,0.050812046101381
-10.23,85.31,"drifting_longlines",0.0438888888888889,28.9200000762939,0.0637533120065927
-12.78,89.3,"drifting_longlines",0.530555555555556,28.25,0.050812046101381
-10.22,85.31,"drifting_longlines",0.181666666666667,28.9200000762939,0.0637533120065927
-12.77,88.11,"drifting_longlines",0.333194444444444,28.5,0.0537281969580988
-12.77,89.3,"drifting_longlines",0.36125,28.25,0.050812046101381
-10.2,85.29,"drifting_longlines",2.83236111111111,28.9200000762939,0.0637533120065927
-12.75,88.12,"drifting_longlines",0.741111111111111,28.4099998474121,0.0537281969580988
-12.74,89.3,"drifting_longlines",0.344444444444444,28.269998550415,0.050812046101381
-10.18,85.29,"drifting_longlines",0.349444444444444,28.9200000762939,0.0637533120065927
-12.73,88.13,"drifting_longlines",0.0786111111111111,28.4099998474121,0.0537281969580988
-12.72,88.13,"drifting_longlines",0.0343055555555556,28.4099998474121,0.0537281969580988
-12.72,89.3,"drifting_longlines",0.30375,28.269998550415,0.050812046101381
-12.72,88.14,"drifting_longlines",0.0343055555555556,28.4099998474121,0.0537281969580988
-10.16,85.31,"drifting_longlines",0.360833333333333,28.9200000762939,0.0637533120065927
-12.71,88.14,"drifting_longlines",0.0619444444444444,28.4099998474121,0.0537281969580988
-10.15,85.29,"drifting_longlines",0.354166666666667,28.9200000762939,0.0637533120065927
-12.7,88.14,"drifting_longlines",4.28055555555556,28.4099998474121,0.0537281969580988
-12.7,89.31,"drifting_longlines",0.338888888888889,28.269998550415,0.050812046101381
-10.13,85.29,"drifting_longlines",0.336666666666667,28.9200000762939,0.0637533120065927
-12.67,91.83,"drifting_longlines",2.64875,28.6099987030029,0.0636001398786902
-12.67,89.3,"drifting_longlines",0.252916666666667,28.269998550415,0.050812046101381
-12.67,91.82,"drifting_longlines",0.450138888888889,28.6099987030029,0.0636001398786902
-12.66,89.3,"drifting_longlines",0.17125,28.269998550415,0.050812046101381
-12.66,91.81,"drifting_longlines",1.04819444444444,28.6099987030029,0.0636001398786902
-12.65,88.17,"drifting_longlines",0.386388888888889,28.4099998474121,0.0537281969580988
-12.65,89.3,"drifting_longlines",0.410277777777778,28.269998550415,0.050812046101381
-12.65,91.8,"drifting_longlines",0.364166666666667,28.6099987030029,0.0636001398786902
-12.65,88.16,"drifting_longlines",0.798888888888889,28.4099998474121,0.0537281969580988
-10.09,85.3,"drifting_longlines",0.325138888888889,28.9200000762939,0.0637533120065927
-12.64,89.31,"drifting_longlines",0.293055555555556,28.269998550415,0.050812046101381
-10.08,85.31,"drifting_longlines",0.344583333333333,28.9200000762939,0.0637533120065927
-12.63,89.3,"drifting_longlines",0.0768055555555555,28.269998550415,0.050812046101381
-12.62,89.3,"drifting_longlines",0.0554166666666667,28.269998550415,0.050812046101381
-10.06,85.29,"drifting_longlines",0.170833333333333,28.9200000762939,0.0637533120065927
-10.06,92.86,"drifting_longlines",4.91388888888889,29.7899990081787,0.0553736571278988
-10.06,85.3,"drifting_longlines",0.223611111111111,28.9200000762939,0.0637533120065927
-12.61,89.3,"drifting_longlines",0.0506944444444444,28.269998550415,0.050812046101381
-12.61,89.31,"drifting_longlines",0.35375,28.269998550415,0.050812046101381
-10.05,85.29,"drifting_longlines",0.170972222222222,28.9200000762939,0.0637533120065927
-12.6,89.3,"drifting_longlines",0.144166666666667,28.269998550415,0.050812046101381
-10.04,85.29,"drifting_longlines",0.205555555555556,28.9200000762939,0.0637533120065927
-12.59,91.8,"drifting_longlines",0.292222222222222,28.6099987030029,0.0636001398786902
-12.59,89.31,"drifting_longlines",0.22375,28.269998550415,0.050812046101381
-12.58,89.31,"drifting_longlines",0.166388888888889,28.269998550415,0.050812046101381
-10.02,85.3,"drifting_longlines",0.287361111111111,28.9200000762939,0.0637533120065927
-10.02,85.31,"drifting_longlines",0.316666666666667,28.9200000762939,0.0637533120065927
-12.57,89.31,"drifting_longlines",0.298472222222222,28.269998550415,0.050812046101381
-10.01,85.31,"drifting_longlines",0.493055555555556,28.9200000762939,0.0637533120065927
-12.56,89.3,"drifting_longlines",3.57625,28.269998550415,0.050812046101381
-10,85.35,"drifting_longlines",0.862222222222222,28.9200000762939,0.0563788961785561
-10,85.36,"drifting_longlines",0.358333333333333,28.9200000762939,0.0563788961785561
-12.55,89.31,"drifting_longlines",0.678472222222222,28.269998550415,0.050812046101381
-12.54,88.2,"drifting_longlines",1.62847222222222,28.4099998474121,0.0537281969580988
-12.54,91.8,"drifting_longlines",0.288888888888889,28.6099987030029,0.0636001398786902
-9.97,86.56,"drifting_longlines",2.88555555555556,28.9699993133545,0.0631944928956552
-9.96,86.55,"drifting_longlines",0.65,28.9699993133545,0.0631944928956552
-9.95,86.55,"drifting_longlines",0.658472222222222,28.9699993133545,0.0631944928956552
-9.94,86.55,"drifting_longlines",0.45375,28.9699993133545,0.0631944928956552
-12.49,109.4,"drifting_longlines",0.321805555555556,29.4299983978271,0.0762636565620983
-12.49,109.38,"drifting_longlines",3.36805555555556,29.4299983978271,0.0762636565620983
-12.49,109.41,"drifting_longlines",0.287916666666667,29.4299983978271,0.0762636565620983
-12.49,91.8,"drifting_longlines",0.161388888888889,28.6599998474121,0.0636001398786902
-12.49,109.39,"drifting_longlines",0.333333333333333,29.4299983978271,0.0762636565620983
-9.93,85.36,"drifting_longlines",0.542638888888889,28.9200000762939,0.0563788961785561
-12.48,109.45,"drifting_longlines",0.245694444444444,29.4299983978271,0.0762636565620983
-12.48,91.8,"drifting_longlines",0.03875,28.6599998474121,0.0636001398786902
-12.48,109.44,"drifting_longlines",0.543611111111111,29.4299983978271,0.0762636565620983
-12.48,109.42,"drifting_longlines",0.887222222222222,29.4299983978271,0.0762636565620983
-9.92,85.36,"drifting_longlines",0.841805555555556,28.9200000762939,0.0563788961785561
-12.47,91.79,"drifting_longlines",4.39,28.6599998474121,0.0636001398786902
-12.46,89.31,"drifting_longlines",1.37847222222222,28.2899990081787,0.050812046101381
-9.89,86.57,"drifting_longlines",5.73041666666667,28.9699993133545,0.0631944928956552
-12.43,88.23,"drifting_longlines",0.0290277777777778,28.3699989318848,0.0537281969580988
-12.43,88.24,"drifting_longlines",4.52652777777778,28.3699989318848,0.0537281969580988
-12.43,91.79,"drifting_longlines",2.55666666666667,28.6599998474121,0.0636001398786902
-9.86,92.94,"drifting_longlines",1.68791666666667,29.8699989318848,0.057694213151762
-9.85,92.94,"drifting_longlines",1.02388888888889,29.8699989318848,0.057694213151762
-12.4,91.79,"drifting_longlines",0.3375,28.6599998474121,0.0636001398786902
-12.38,91.79,"drifting_longlines",0.345694444444444,28.6599998474121,0.0636001398786902
-9.81,88.44,"drifting_longlines",0.498611111111111,28.5699996948242,0.0732431914545147
-9.8,88.4,"drifting_longlines",0.327222222222222,28.5699996948242,0.0732431914545147
-9.8,85.37,"drifting_longlines",1.61694444444444,28.9200000762939,0.0563788961785561
-12.35,91.79,"drifting_longlines",0.350833333333333,28.6599998474121,0.0636001398786902
-12.35,89.29,"drifting_longlines",0.762638888888889,28.2899990081787,0.050812046101381
-12.34,89.29,"drifting_longlines",0.851527777777778,28.2899990081787,0.050812046101381
-9.77,88.41,"drifting_longlines",0.391805555555556,28.5699996948242,0.0732431914545147
-9.77,88.45,"drifting_longlines",0.697083333333333,28.5699996948242,0.0732431914545147
-12.32,91.79,"drifting_longlines",0.317222222222222,28.6599998474121,0.0636001398786902
-12.3,91.79,"drifting_longlines",0.345,28.6599998474121,0.0636001398786902
-9.74,88.4,"drifting_longlines",0.294444444444444,28.6700000762939,0.0732431914545147
