"lat_bin","lon_bin","geartype","fishing_hours"
-13.68,128,"trawlers",6.20083333333333
-13.69,128.01,"trawlers",3.55680555555556
3.26,100.96,"trawlers",9.41569444444444
1.24,103.65,"trawlers",0.77875
-13.08,137.81,"trawlers",7.84041666666667
-13.23,137.82,"trawlers",4.62222222222222
-13.22,137.82,"trawlers",3.76333333333333
-12.93,137.94,"trawlers",9.87736111111111
-13.66,127.97,"trawlers",0.75
-13.67,127.98,"trawlers",0.65
1.17,103.75,"fixed_gear",0.253055555555556
1.16,103.75,"fixed_gear",0.258194444444444
1.16,103.76,"fixed_gear",0.257083333333333
1.17,103.76,"fixed_gear",0.254166666666667
1.18,103.77,"fixed_gear",1.06125
1.17,103.77,"fixed_gear",0.254166666666667
1.3,103.72,"purse_seines",5.42986111111111
1.27,103.75,"purse_seines",5.62347222222222
1.26,103.76,"purse_seines",0.472638888888889
1.24,103.78,"purse_seines",5.84694444444444
1.23,103.8,"purse_seines",0.380972222222222
1.21,103.82,"purse_seines",0.549305555555555
1.26,103.85,"purse_seines",0.558055555555556
1.19,103.85,"purse_seines",5.92625
