"lat_bin","lon_bin","geartype","fishing_hours"
-10.2,128.7,"drifting_longlines",8.92236111111111
-10.33,128.71,"drifting_longlines",6.72069444444444
-12.49,128.94,"trawlers",7.39986111111111
-10.26,129.86,"trawlers",7.015
-10.42,129.96,"trawlers",7.07319444444444
-10.04,135.13,"trawlers",3.51638888888889
-10.02,135.13,"trawlers",4.05819444444444
-10.39,130.06,"trawlers",2.95930555555556
-10.39,130.11,"trawlers",5.44972222222222
-10.39,130.16,"trawlers",2.27375
-10.16,135.41,"trawlers",2.85875
-10.16,135.43,"trawlers",0.245972222222222
-10.16,135.44,"trawlers",0.441388888888889
-10.17,135.49,"trawlers",8.88277777777778
5.79,134.45,"drifting_longlines",3.37305555555556
5.79,134.49,"drifting_longlines",0.350416666666667
5.79,134.52,"drifting_longlines",1.67708333333333
5.59,95.3,"fixed_gear",0.333194444444444
5.58,95.3,"fixed_gear",0.666666666666667
1.3,103.72,"purse_seines",0.603888888888889
1.26,103.75,"purse_seines",0.285
1.26,103.76,"purse_seines",0.183333333333333
1.25,103.76,"purse_seines",0.128888888888889
1.25,103.77,"purse_seines",0.125138888888889
1.24,103.77,"purse_seines",0.134583333333333
1.23,103.78,"purse_seines",0.281388888888889
1.25,103.78,"purse_seines",0.521111111111111
1.21,103.81,"purse_seines",0.288888888888889
1.21,103.82,"purse_seines",1.61652777777778
1.21,103.83,"purse_seines",0.47875
1.18,103.86,"purse_seines",7.23527777777778
-8.13,114.39,"drifting_longlines",0.502777777777778
1.17,103.66,"purse_seines",0.860277777777778
7.98,98.5,"fixed_gear",0.265972222222222
7.97,98.5,"fixed_gear",1.86416666666667
7.96,98.5,"fixed_gear",0.675694444444444
7.96,98.51,"fixed_gear",8.04458333333333
2.82,133.13,"drifting_longlines",5.81402777777778
2.8,133.19,"drifting_longlines",3.82847222222222
2.83,133.19,"drifting_longlines",2.07763888888889
2.8,133.22,"drifting_longlines",6.12819444444444
2.81,133.25,"drifting_longlines",2.53222222222222
-13.13,101.47,"drifting_longlines",0.562222222222222
-13.14,101.5,"drifting_longlines",0.491944444444444
-13.15,101.53,"drifting_longlines",0.616805555555555
-13.16,101.56,"drifting_longlines",0.233333333333333
-13.16,101.57,"drifting_longlines",1.80375
-13.16,101.59,"drifting_longlines",0.374722222222222
-13.17,101.62,"drifting_longlines",3.21958333333333
-13.1,101.95,"drifting_longlines",3.74875
-13.09,101.98,"drifting_longlines",2.1925
-13.05,102.03,"drifting_longlines",0.883333333333333
-13.04,102.05,"drifting_longlines",0.4925
-13.03,102.07,"drifting_longlines",1.17236111111111
2.91,132.94,"drifting_longlines",1.77486111111111
2.92,132.98,"drifting_longlines",0.422222222222222
2.92,133.03,"drifting_longlines",5.63208333333333
