"","lat_bin","lon_bin","geartype","fishing_hours"
"1",2.57,104.02,"trawlers",0.541111111111111
"2",2.58,104.02,"trawlers",0.500972222222222
"3",2.58,104.04,"trawlers",0.346388888888889
"4",2.58,104.03,"trawlers",0.505694444444444
"5",2.59,104.03,"trawlers",0.308472222222222
"6",2.59,103.98,"trawlers",0.275138888888889
"7",2.59,103.99,"trawlers",0.57375
"8",2.6,104,"trawlers",0.532777777777778
"9",2.6,103.97,"trawlers",0.291111111111111
"10",2.6,103.95,"trawlers",0.266805555555556
"11",2.6,103.96,"trawlers",0.275
"12",2.6,103.92,"trawlers",0.283472222222222
"13",2.6,104.01,"trawlers",0.590416666666667
"14",2.6,103.98,"trawlers",0.562083333333333
"15",2.6,104.03,"trawlers",0.465833333333333
"16",2.6,103.99,"trawlers",0.695416666666667
"17",2.6,104.02,"trawlers",0.275138888888889
"19",2.61,103.99,"trawlers",0.819722222222222
"20",2.61,103.93,"trawlers",0.274861111111111
"21",2.61,103.98,"trawlers",0.487638888888889
"22",2.61,103.91,"trawlers",0.283472222222222
"23",2.61,104.02,"trawlers",0.837638888888889
"26",2.62,103.92,"trawlers",0.274722222222222
"27",2.62,104.01,"trawlers",3.59333333333333
"28",2.62,103.98,"trawlers",0.325833333333333
"29",2.62,104.02,"trawlers",0.445694444444444
"32",2.63,104.02,"trawlers",2.66791666666667
"33",2.63,103.97,"trawlers",0.789444444444444
"34",2.63,103.93,"trawlers",0.274722222222222
"36",2.63,104.03,"trawlers",2.53180555555556
"38",2.64,104.01,"trawlers",2.67777777777778
"39",2.64,103.94,"trawlers",0.318055555555556
"40",2.64,103.97,"trawlers",0.629861111111111
"43",2.65,104.01,"trawlers",2.32972222222222
"44",2.65,103.97,"trawlers",0.760277777777778
"45",2.65,103.95,"trawlers",0.318194444444444
"46",2.65,103.96,"trawlers",0.316527777777778
"50",2.65,104,"trawlers",0.469861111111111
"53",2.66,104.01,"trawlers",0.411527777777778
"55",2.66,103.9,"trawlers",0.818194444444444
"57",2.66,103.96,"trawlers",0.278333333333333
"61",2.67,103.96,"trawlers",0.566388888888889
"62",2.67,104.01,"trawlers",5.38444444444445
"65",2.67,103.97,"trawlers",1.6725
"66",2.67,104.02,"trawlers",5.49513888888889
"67",-10.13,129.58,"trawlers",5.43638888888889
"69",2.68,104.01,"trawlers",1.29013888888889
"70",2.68,103.97,"trawlers",1.4675
"71",2.68,103.96,"trawlers",0.635416666666667
"72",2.68,103.99,"trawlers",1.29236111111111
"74",2.68,104,"trawlers",1.29097222222222
"76",-10.12,129.57,"trawlers",0.237777777777778
"77",2.69,103.96,"trawlers",0.358055555555556
"79",2.69,103.73,"trawlers",0.291944444444444
"80",2.69,103.99,"trawlers",1.925
"82",2.69,104.01,"trawlers",4.88569444444444
"87",2.7,103.99,"trawlers",0.267361111111111
"89",2.7,103.83,"trawlers",0.283472222222222
"91",2.7,103.96,"trawlers",0.271111111111111
"92",2.7,103.97,"trawlers",0.349027777777778
"94",2.7,104.01,"trawlers",4.02847222222222
"95",-10.1,129.57,"trawlers",0.526666666666667
"96",2.71,103.83,"trawlers",0.28375
"97",2.71,103.96,"trawlers",0.282083333333333
"99",2.71,103.99,"trawlers",0.259166666666667
"100",2.71,103.82,"trawlers",0.552222222222222
"102",2.71,103.97,"trawlers",0.28375
"103",-10.09,129.57,"trawlers",10.80625
"104",2.72,103.97,"trawlers",0.584722222222222
"106",2.72,103.99,"trawlers",1.81277777777778
"107",2.72,103.98,"trawlers",0.325138888888889
"108",2.72,103.81,"trawlers",0.284444444444444
"109",2.72,103.69,"trawlers",0.308333333333333
"110",2.73,103.71,"trawlers",0.30375
"111",2.73,103.99,"trawlers",0.359027777777778
"112",2.73,103.69,"trawlers",0.266805555555556
"114",2.73,103.72,"trawlers",0.283194444444444
"115",2.73,103.96,"trawlers",3.79458333333333
"116",2.73,103.81,"trawlers",0.550416666666667
"117",2.73,103.68,"trawlers",0.279166666666667
