"lat_bin","lon_bin","geartype","fishing_hours"
-12.51,130.87,"trawlers",1.69875
7.84,136.81,"trawlers",1.26361111111111
7.85,136.9,"trawlers",3.51333333333333
7.86,136.77,"trawlers",4.82347222222222
-7.42,136.86,"trawlers",6.63611111111111
-7.42,136.85,"trawlers",5.9025
-6.88,136.92,"trawlers",7.35777777777778
-8.46,136.77,"trawlers",4.23291666666667
-8.4,136.68,"trawlers",1.80375
-8.37,136.59,"trawlers",11.745
-8.34,136.61,"trawlers",0.937361111111111
-8.33,136.6,"trawlers",1.55361111111111
-8.3,136.59,"trawlers",5.90333333333333
-8.27,136.59,"trawlers",1.78277777777778
-8.21,136.59,"trawlers",1.70444444444444
-7.93,136.73,"trawlers",11.7558333333333
-7.87,136.74,"trawlers",5.77736111111111
-7.86,136.76,"trawlers",9.16819444444444
1.29,103.73,"purse_seines",0.140694444444444
-5.92,107.72,"trawlers",5.64416666666667
-5.88,107.71,"trawlers",5.84666666666667
-5.86,107.58,"trawlers",6.24222222222222
4.18,139.02,"drifting_longlines",4.72013888888889
4.22,139.04,"drifting_longlines",4.34388888888889
4.29,138.94,"drifting_longlines",1.16944444444444
4.31,138.9,"drifting_longlines",0.275
4.31,138.89,"drifting_longlines",1.57861111111111
4.33,138.77,"drifting_longlines",1.3375
4.34,138.77,"drifting_longlines",5.36347222222222
4.48,138.69,"drifting_longlines",6.61916666666667
