"","lat_bin","lon_bin","geartype","fishing_hours"
"1",-7.48,137.75,"trawlers",6.78569444444445
"2",-7.48,137.73,"trawlers",4.74944444444445
"3",-7.47,137.72,"trawlers",6.63166666666667
"26",-8.65,136.86,"trawlers",1.99875
"27",-8.65,137.04,"trawlers",0.876111111111111
"28",-8.65,136.98,"trawlers",1.44333333333333
"29",-8.64,136.75,"trawlers",10.0654166666667
"30",-8.63,137.02,"trawlers",11.3591666666667
"87",-12.43,130.8,"fixed_gear",0.494305555555556
"90",-12.42,130.77,"fixed_gear",0.998611111111111
"93",6.61,116.12,"fixed_gear",11.7330555555556
"94",6.83,116.33,"fixed_gear",9.14458333333333
"138",-7.65,93.92,"drifting_longlines",1.83236111111111
"139",5.17,141.36,"drifting_longlines",6.41638888888889
"140",5.18,140.93,"drifting_longlines",5.45847222222222
"141",-10.18,91.69,"drifting_longlines",0.926388888888889
"142",5.23,141.66,"drifting_longlines",7.21680555555556
"143",-10.13,91.68,"drifting_longlines",0.741527777777778
"144",5.25,141.26,"drifting_longlines",0.141666666666667
"145",5.25,141.27,"drifting_longlines",4.45013888888889
"146",5.25,141.24,"drifting_longlines",2.38777777777778
"147",-10.07,91.67,"drifting_longlines",0.890277777777778
"148",-7.5,93.93,"drifting_longlines",1.79680555555556
"149",-10.01,91.66,"drifting_longlines",1.39916666666667
"151",-9.95,91.75,"drifting_longlines",6.73138888888889
"153",-7.36,93.93,"drifting_longlines",1.83569444444444
"154",-9.9,91.66,"drifting_longlines",1.27944444444444
"155",-9.88,91.73,"drifting_longlines",3.06763888888889
"156",-9.87,91.73,"drifting_longlines",1.59347222222222
"157",-9.86,91.74,"drifting_longlines",1.19972222222222
"158",-9.85,91.65,"drifting_longlines",0.888333333333333
"159",-9.81,92.42,"drifting_longlines",3.52041666666667
"160",-9.81,91.73,"drifting_longlines",2.52041666666667
"161",-9.8,92.41,"drifting_longlines",1.6975
"162",-9.79,91.64,"drifting_longlines",0.786388888888889
"163",-9.76,91.64,"drifting_longlines",0.265833333333333
"166",-9.75,91.64,"drifting_longlines",0.673055555555556
"169",-9.69,91.63,"drifting_longlines",1.54805555555556
"170",-12.23,91.44,"drifting_longlines",5.19444444444444
"171",-12.18,91.4,"drifting_longlines",0.923611111111111
"172",-9.62,92.18,"drifting_longlines",6.27083333333333
"173",-9.59,91.7,"drifting_longlines",5.37694444444444
"174",-12.14,91.38,"drifting_longlines",0.751527777777778
"175",-9.58,92.16,"drifting_longlines",2.12777777777778
"176",-9.57,91.62,"drifting_longlines",1.84986111111111
"177",-12.09,91.36,"drifting_longlines",0.900833333333333
"178",-9.52,91.57,"drifting_longlines",1.73472222222222
"179",-9.51,91.6,"drifting_longlines",2.51458333333333
"180",-9.48,91.73,"drifting_longlines",5.17902777777778
"181",-12.03,91.34,"drifting_longlines",1.36527777777778
"182",-12,90.73,"drifting_longlines",5.21444444444445
"183",-12,91.3,"drifting_longlines",3.03861111111111
"184",-11.99,91.3,"drifting_longlines",0.0673611111111111
"185",-11.98,91.29,"drifting_longlines",1.64555555555556
"186",-11.98,91.3,"drifting_longlines",0.00666666666666667
"187",-11.95,91.29,"drifting_longlines",1.83388888888889
"188",-11.92,90.7,"drifting_longlines",0.922222222222222
"189",-9.34,92.2,"drifting_longlines",2.99333333333333
"190",-11.88,90.69,"drifting_longlines",0.747083333333333
"191",-11.84,91.22,"drifting_longlines",1.15458333333333
"192",-9.28,92.23,"drifting_longlines",4.91375
"193",-9.28,91.7,"drifting_longlines",4.93041666666667
"194",-11.83,90.67,"drifting_longlines",3.50944444444444
"195",-11.83,90.66,"drifting_longlines",0.0304166666666667
"196",-11.83,90.68,"drifting_longlines",0.900972222222222
"197",-11.82,91.2,"drifting_longlines",0.673055555555556
"198",-11.82,91.21,"drifting_longlines",0.254583333333333
"199",-11.82,90.66,"drifting_longlines",1.68402777777778
"202",-11.77,90.65,"drifting_longlines",1.36263888888889
"203",-9.21,93.01,"drifting_longlines",3.51666666666667
"204",-9.2,93.01,"drifting_longlines",1.71138888888889
"205",-11.75,91.16,"drifting_longlines",0.788611111111111
"206",-9.19,92.2,"drifting_longlines",1.18944444444444
"207",-9.18,92.2,"drifting_longlines",3.26375
"208",-11.73,91.15,"drifting_longlines",0.846388888888889
"209",-9.13,92.06,"drifting_longlines",12.8538888888889
"210",-9.1,87.13,"drifting_longlines",1.7475
"211",-9.1,87.14,"drifting_longlines",3.50805555555556
"212",-11.65,91.1,"drifting_longlines",0.778888888888889
"213",-11.64,91.09,"drifting_longlines",0.953611111111111
"214",-11.64,90.61,"drifting_longlines",1.27472222222222
"216",-11.63,91.12,"drifting_longlines",2.42833333333333
"217",-11.63,91.1,"drifting_longlines",1.75013888888889
"218",-9.07,92.89,"drifting_longlines",5.20513888888889
"219",-9.05,87.01,"drifting_longlines",5.94222222222222
"220",-11.59,90.59,"drifting_longlines",0.904583333333333
"221",-9,86.92,"drifting_longlines",0.940694444444444
"222",-8.99,92.86,"drifting_longlines",0.939861111111111
"223",-8.97,86.88,"drifting_longlines",0.753611111111111
"224",-11.52,90.57,"drifting_longlines",0.802222222222222
"225",-8.95,92.85,"drifting_longlines",0.758333333333333
"228",-8.93,86.82,"drifting_longlines",0.897638888888889
"229",-11.48,90.55,"drifting_longlines",0.948472222222222
"230",-8.92,92.84,"drifting_longlines",0.911527777777778
"233",-8.89,86.76,"drifting_longlines",1.38763888888889
"234",-8.87,92.28,"drifting_longlines",5.18736111111111
"235",-8.86,92.81,"drifting_longlines",1.35958333333333
"236",-11.4,90.49,"drifting_longlines",1.49027777777778
"238",-8.81,92.1,"drifting_longlines",6.55027777777778
"239",-8.8,86.62,"drifting_longlines",1.26875
"242",-8.78,92.3,"drifting_longlines",0.956527777777778
"244",-11.33,90.43,"drifting_longlines",1.83041666666667
"245",-8.77,86.57,"drifting_longlines",0.365694444444444
"246",-8.77,86.56,"drifting_longlines",3.00152777777778
"247",-11.32,90.46,"drifting_longlines",1.7925
"248",-11.32,90.44,"drifting_longlines",2.43666666666667
"250",-8.75,92.78,"drifting_longlines",1.79027777777778
"254",-8.74,92.34,"drifting_longlines",0.772083333333333
"255",-8.73,92.34,"drifting_longlines",1.67944444444444
"256",-8.72,92.3,"drifting_longlines",0.758611111111111
"257",-8.72,86.48,"drifting_longlines",0.785972222222222
"259",-8.7,86.44,"drifting_longlines",0.596388888888889
"260",-8.7,86.45,"drifting_longlines",0.251944444444444
"261",-8.67,92.79,"drifting_longlines",2.42416666666667
"262",-11.22,90.05,"drifting_longlines",2.41986111111111
"263",-8.66,92.3,"drifting_longlines",0.888333333333333
"264",-8.65,86.37,"drifting_longlines",0.627777777777778
"265",-8.65,86.36,"drifting_longlines",1.00013888888889
"267",-11.2,89.88,"drifting_longlines",6.43875
"269",-8.63,86.36,"drifting_longlines",1.70138888888889
"270",-8.62,86.33,"drifting_longlines",1.81805555555556
"271",-8.62,92.75,"drifting_longlines",1.18291666666667
"273",-8.59,92.3,"drifting_longlines",1.38
"275",-8.58,92.74,"drifting_longlines",0.318055555555556
"276",-11.13,89.42,"drifting_longlines",1.79875
"277",-11.13,89.38,"drifting_longlines",0.956805555555555
"278",-11.13,89.44,"drifting_longlines",1.16402777777778
"279",-11.13,89.28,"drifting_longlines",1.56472222222222
"280",-8.57,92.74,"drifting_longlines",0.640277777777778
"283",-11.12,89.57,"drifting_longlines",1.78472222222222
"284",-11.11,89.71,"drifting_longlines",2.12541666666667
"285",-11.11,89.78,"drifting_longlines",0.951527777777778
"286",-11.11,89.81,"drifting_longlines",0.820833333333333
"290",-11.09,89.51,"drifting_longlines",1.70027777777778
"291",-11.09,89.5,"drifting_longlines",3.01402777777778
"293",-8.52,92.14,"drifting_longlines",9.60416666666667
"298",-8.49,92.71,"drifting_longlines",1.53972222222222
"299",-11.04,91.2,"drifting_longlines",6.42486111111111
"301",-8.46,92.29,"drifting_longlines",1.27541666666667
"302",-8.43,92.69,"drifting_longlines",1.8625
"303",-8.43,92.7,"drifting_longlines",1.68486111111111
"304",-8.4,92.27,"drifting_longlines",0.885138888888889
"305",-10.9,91.11,"drifting_longlines",2.13736111111111
"306",-8.33,92.23,"drifting_longlines",0.785277777777778
"307",-10.86,91.12,"drifting_longlines",1.69222222222222
"308",-10.85,91.13,"drifting_longlines",3.02458333333333
"309",-8.29,92.22,"drifting_longlines",0.267083333333333
"310",-8.29,92.21,"drifting_longlines",0.698055555555556
"311",-10.79,91.06,"drifting_longlines",1.81680555555556
"312",-8.2,92.17,"drifting_longlines",1.55930555555556
"313",-10.68,91,"drifting_longlines",1.15736111111111
"314",-8.12,92.15,"drifting_longlines",2.45069444444444
"315",-8.1,92.11,"drifting_longlines",1.84888888888889
"316",-10.65,90.98,"drifting_longlines",0.310138888888889
"317",-8.09,92.15,"drifting_longlines",1.73027777777778
"318",-10.64,90.98,"drifting_longlines",0.634444444444444
"319",-10.56,90.94,"drifting_longlines",1.46736111111111
"322",-10.45,90.88,"drifting_longlines",1.8625
"323",-10.44,90.88,"drifting_longlines",2.41986111111111
"324",-10.43,90.86,"drifting_longlines",1.78486111111111
"325",-7.83,93.95,"drifting_longlines",5.47736111111111
"326",-7.79,93.93,"drifting_longlines",1.22083333333333
"327",-10.26,91.69,"drifting_longlines",5.19736111111111
