"","lat_bin","lon_bin","geartype","fishing_hours"
"2",-9.7,135.89,"trawlers",12.7881944444444
"3",-9.7,135.85,"trawlers",4.97611111111111
"4",-9.69,135.82,"trawlers",0.532916666666667
"5",-9.69,135.85,"trawlers",6.06805555555555
"6",-9.68,135.81,"trawlers",5.04833333333333
"7",-9.53,135.5,"trawlers",1.63763888888889
"8",-9.52,135.49,"trawlers",2.90027777777778
"9",-9.45,135.44,"trawlers",3.13305555555556
"10",-9.43,135.42,"trawlers",7.51263888888889
"11",-9.4,135.36,"trawlers",3.76194444444444
"14",-10.58,128.39,"drifting_longlines",7.55666666666667
"15",-10.55,128.46,"drifting_longlines",12.2798611111111
"16",-10.32,129.17,"trawlers",7.1625
"17",-10.32,129.37,"trawlers",5.96236111111111
"18",-10.32,129.32,"trawlers",0.899861111111111
"41",1.2,103.84,"purse_seines",10.6904166666667
"42",1.21,103.82,"purse_seines",0.660416666666667
"51",1.25,103.78,"purse_seines",0.258333333333333
"87",-12.79,92.59,"drifting_longlines",6.24583333333333
"88",-12.79,89.48,"drifting_longlines",0.647361111111111
"89",-12.78,92.61,"drifting_longlines",7.53902777777778
"90",-10.22,93.5,"drifting_longlines",0.355694444444444
"91",-12.75,89.47,"drifting_longlines",0.498888888888889
"92",-12.74,89.45,"drifting_longlines",0.355694444444444
"93",-10.18,93.2,"drifting_longlines",2.65888888888889
"94",-10.18,92.82,"drifting_longlines",3.78152777777778
"96",-10.17,92.86,"drifting_longlines",2.09
"99",-10.16,92.86,"drifting_longlines",0.853194444444444
"100",-10.16,92.82,"drifting_longlines",1.46861111111111
"102",-12.65,89.46,"drifting_longlines",1.72069444444444
"103",-10.07,90.8,"drifting_longlines",2.65305555555556
"104",-10.07,87.57,"drifting_longlines",2.71263888888889
"105",-10.05,93.22,"drifting_longlines",1.35
"108",-12.6,89.55,"drifting_longlines",0.506944444444444
"109",-10.04,87.71,"drifting_longlines",2.47097222222222
"111",-10.03,93.33,"drifting_longlines",0.506944444444444
"113",-10,90.88,"drifting_longlines",0.339027777777778
"114",-10,93.23,"drifting_longlines",0.535138888888889
"115",-12.55,89.53,"drifting_longlines",0.352638888888889
"116",-9.97,93.33,"drifting_longlines",0.510555555555556
"117",-9.97,93.23,"drifting_longlines",0.3675
"118",-9.96,90.88,"drifting_longlines",0.285
"120",-9.95,87.5,"drifting_longlines",1.14638888888889
"122",-9.94,93.24,"drifting_longlines",0.301666666666667
"124",-9.93,93.24,"drifting_longlines",0.146805555555556
"126",-12.48,89.51,"drifting_longlines",0.356944444444444
"127",-9.92,87.7,"drifting_longlines",0.49875
"128",-9.92,87.49,"drifting_longlines",0.333055555555556
"129",-9.92,87.51,"drifting_longlines",0.204583333333333
"130",-9.92,87.52,"drifting_longlines",0.470694444444444
"131",-9.92,93.25,"drifting_longlines",0.242361111111111
"133",-12.47,89.4,"drifting_longlines",2.29722222222222
"134",-9.91,90.81,"drifting_longlines",0.989166666666667
"135",-9.9,87.48,"drifting_longlines",0.325277777777778
"136",-9.9,87.66,"drifting_longlines",0.936666666666667
"137",-9.9,90.81,"drifting_longlines",0.183194444444444
"138",-9.9,90.88,"drifting_longlines",0.354027777777778
"140",-9.89,93.25,"drifting_longlines",0.330694444444444
"141",-9.89,87.66,"drifting_longlines",0.102638888888889
"142",-9.88,87.46,"drifting_longlines",0.345694444444444
"143",-9.88,87.66,"drifting_longlines",0.187222222222222
"144",-9.88,90.81,"drifting_longlines",0.327638888888889
"145",-12.43,89.48,"drifting_longlines",0.337638888888889
"146",-9.87,87.48,"drifting_longlines",0.170416666666667
"147",-9.87,87.78,"drifting_longlines",6.04847222222222
"148",-9.87,93.24,"drifting_longlines",0.324027777777778
"149",-9.86,87.48,"drifting_longlines",0.370555555555556
"150",-9.86,87.45,"drifting_longlines",0.266666666666667
"151",-9.86,87.65,"drifting_longlines",0.310972222222222
"152",-9.86,87.68,"drifting_longlines",0.359583333333333
"153",-9.85,87.45,"drifting_longlines",0.166944444444444
"154",-9.85,93.33,"drifting_longlines",0.556944444444444
"155",-9.85,93.23,"drifting_longlines",0.328611111111111
"156",-9.84,87.44,"drifting_longlines",0.120416666666667
"157",-9.84,87.63,"drifting_longlines",0.37375
"158",-9.84,90.81,"drifting_longlines",0.388888888888889
"159",-9.83,90.88,"drifting_longlines",0.365138888888889
"160",-9.83,93.24,"drifting_longlines",3.32
"161",-9.83,87.44,"drifting_longlines",0.154027777777778
"162",-9.82,87.43,"drifting_longlines",5.29611111111111
"163",-12.37,89.46,"drifting_longlines",0.356944444444444
"164",-9.81,90.81,"drifting_longlines",0.356805555555556
"165",-9.8,87.8,"drifting_longlines",0.387638888888889
"166",-9.8,87.63,"drifting_longlines",0.352638888888889
"167",-12.35,89.37,"drifting_longlines",1.15555555555556
"168",-9.79,87.8,"drifting_longlines",0.154166666666667
"169",-9.79,87.66,"drifting_longlines",0.352777777777778
"170",-9.79,93.33,"drifting_longlines",0.364444444444444
"172",-9.78,87.62,"drifting_longlines",0.211111111111111
"177",-9.77,90.81,"drifting_longlines",0.227916666666667
"178",-9.77,87.61,"drifting_longlines",0.175416666666667
"180",-12.32,89.36,"drifting_longlines",0.359583333333333
"181",-9.76,90.81,"drifting_longlines",0.162916666666667
"182",-9.76,87.61,"drifting_longlines",0.300972222222222
"183",-9.76,90.88,"drifting_longlines",0.341666666666667
"184",-12.31,89.44,"drifting_longlines",0.357083333333333
"185",-9.75,90.82,"drifting_longlines",0.0886111111111111
"186",-9.75,87.42,"drifting_longlines",1.92472222222222
"187",-12.3,89.35,"drifting_longlines",0.350138888888889
"188",-9.74,87.78,"drifting_longlines",0.516666666666667
"189",-9.74,90.82,"drifting_longlines",0.24
"190",-9.74,93.33,"drifting_longlines",0.58875
"191",-9.74,87.59,"drifting_longlines",0.366527777777778
"192",-9.73,87.64,"drifting_longlines",0.335972222222222
"193",-12.28,89.35,"drifting_longlines",0.338611111111111
"194",-9.72,87.73,"drifting_longlines",0.975416666666667
"195",-9.72,87.72,"drifting_longlines",0.333194444444444
"197",-9.71,87.59,"drifting_longlines",0.244444444444444
"198",-9.71,90.82,"drifting_longlines",0.347361111111111
"199",-12.26,89.33,"drifting_longlines",0.176527777777778
"200",-12.26,89.34,"drifting_longlines",0.244583333333333
"201",-9.7,90.88,"drifting_longlines",0.335833333333333
"202",-12.25,89.33,"drifting_longlines",0.227916666666667
"203",-12.25,89.41,"drifting_longlines",0.445555555555556
"204",-9.69,87.59,"drifting_longlines",3.49861111111111
"205",-9.69,90.82,"drifting_longlines",0.352638888888889
"206",-9.67,87.61,"drifting_longlines",0.355277777777778
"207",-9.66,87.71,"drifting_longlines",0.670416666666667
"208",-9.65,90.82,"drifting_longlines",3.48319444444444
"210",-12.2,89.32,"drifting_longlines",0.504722222222222
"211",-9.64,90.85,"drifting_longlines",0.210972222222222
"213",-9.62,87.73,"drifting_longlines",1.94125
"214",-9.62,90.85,"drifting_longlines",0.190555555555556
"216",-12.17,89.32,"drifting_longlines",3.66763888888889
